Freq,Dist,W1,W2,S1,S2,N1,N2,Dext1,Dext2,Nlay1,Nlay2,H1,H2,X1,X2,Z11,Z22,Z12,L1,L2,R1,R2,k,Q1,Q2,Ro,Eff_max
6.78,15,0.536495363822,1.31943628184,0.552527330142,1.08167506712,5,1,39.7690807328,17.0924840016,4,4,2,2,1.6,1.6,905.978370533164 + 6067.60497392023i,0.278555017838141 + 19.4709126861525i,9.41806055907963 + 66.7022721561987i,142.432053735749,0.457063716889655,905.978370533164,0.278555017838141,0.194061249826503,6.69729562125139,69.8997018156979,1.20231280994187,0.623794895651522
6.78,15,1.1308260414,2.25533741911,0.576168270351,0.547207528282,5,2,39.1196306744,19.1524562957,4,2,2,2,1.6,1.6,604.010278477008 + 4230.93792798287i,0.193472176614035 + 11.5415302713644i,7.17632196684487 + 50.7524864773154i,99.3178001701263,0.270927963647844,604.010278477008,0.193472176614035,0.22967160202662,7.00474491700877,59.6547290331519,0.928707575459813,0.655185051670219
6.78,15,1.23365998954,2.64530965413,0.543136042097,1.98764680488,5,1,38.9489503014,11.4299826936,4,2,2,2,1.6,1.6,561.354660105636 + 3902.79808288787i,0.024907838351049 + 1.62038340898263i,1.43637073294392 + 10.2078096321017i,91.6149862509111,0.0380371724548203,561.354660105636,0.024907838351049,0.128361749242944,6.952464030767,65.0551599920105,0.0724142634853112,0.488136037322136
6.78,15,0.722038729453,1.87225048098,0.619349682992,1.88607574878,5,2,37.3263604601,18.5348144982,4,2,2,2,1.6,1.6,224.64192428211 + 2843.2604129459i,0.107482965290817 + 8.91478429290867i,1.95386376739612 + 26.1479535208123i,66.7432078492395,0.20926725469239,224.64192428211,0.107482965290817,0.164238120161429,12.6568556694487,82.9413690698604,0.581966921936383,0.688206591132859
6.78,15,0.821831546408,1.46201788446,0.698380397725,1.96232397247,5,1,37.2094898658,9.60666930052,4,2,2,2,1.6,1.6,186.084459166056 + 2463.21416017151i,0.0299746817035883 + 1.67840291672824i,0.344089020230963 + 4.78339700548374i,57.8219335523963,0.0393991328461878,186.084459166056,0.0299746817035883,0.0743938831556943,13.2370761707371,55.9940196638456,0.0677064179578502,0.386274687580706
6.78,15,1.36446718074,2.87153221149,0.943723236883,0.586045362328,5,2,39.1845025258,15.4577206124,4,4,2,2,1.6,1.6,142.781951993291 + 2026.12001048674i,0.435863844990128 + 16.3034982794941i,1.96967034164287 + 22.7537985535892i,47.5615066322076,0.382711259715589,142.781951993291,0.435863844990128,0.125193253211884,14.1903089445222,37.4050255989076,1.33058031930116,0.506507079248667
6.78,15,0.838302771253,1.33104375556,1.19494927684,1.8377781959,5,1,38.1707094648,10.9110120316,4,2,2,2,1.6,1.6,105.309322431083 + 1814.84989718286i,0.0335590547111363 + 2.22999940458427i,0.300517107265019 + 5.48499443019969i,42.6021138800103,0.0523474083084912,105.309322431083,0.0335590547111363,0.0862190953580827,17.2335160391003,66.4500065266816,0.103505977167615,0.510319236771888
6.78,15,0.83327435671,0.598264772724,0.7783110937,1.19501224565,5,2,35.9402671065,12.9159628171,4,4,2,2,1.6,1.6,90.3105942189557 + 1737.7277357297i,0.498008236241328 + 35.2391440003153i,1.14782627485965 + 23.1706216512526i,40.7917343494496,0.827210023300485,90.3105942189557,0.498008236241328,0.0936341223513077,19.2416820059518,70.7601630573012,1.79124750815479,0.564916905889258
6.78,15,0.967871758141,1.85891367279,1.26885233087,1.94267169453,5,1,38.5929257789,7.98263722005,4,2,2,2,1.6,1.6,108.606574700606 + 1682.43377262198i,0.0270352509147693 + 0.785205651768074i,0.165466453814879 + 2.08592046696432i,39.493753884592,0.018432059118375,108.606574700606,0.0270352509147693,0.0573901088055827,15.4910858505567,29.0437715648912,0.0425911709329309,0.223419782395086
6.78,15,1.15487814632,0.905760468173,0.739024754958,0.886302012432,5,2,35.8634543958,10.4359949382,4,4,2,2,1.6,1.6,67.7244462284396 + 1423.22782403202i,0.383428055908648 + 20.524077219533i,0.613989749966417 + 12.005009651008i,33.4091066874068,0.481785891133988,67.7244462284396,0.383428055908648,0.0702414520345928,21.0149791292699,53.5278441503062,0.981308766980039,0.43809231277711
